User_ID,Age,Gender,Location,Fashion_Item,Brand,Price,Rating,Review_Text,Sentiment,Purchase_Decision,Trendy_Score,Review_Date
3a9e7ed4-d363-48dd-989e-a2f6c5e74866,51,Male,Syrian Arab Republic,Jacket,Uniqlo,297.0,2,Practice view three peace another red light education skin born responsibility pay save.,Negative,No,24,
b7c34bf2-b8c7-4392-ab60-e8e5fc8201c8,51,Male,Chile,Shoes,Gucci,105.0,3,Full world cultural special baby sense trade smile ball one other to rest.,Positive,Yes,54,
9c4b4820-face-4462-9e1f-65fc8da48add,20,Male,Sierra Leone,Shoes,Zara,461.0,2,Later while travel doctor left radio enough coach energy receive method final inside worker night page.,Positive,Yes,52,2021-01-10
35b2e101-3815-4def-b441-7f0f0d7a0d3a,22,Female,Svalbard & Jan Mayen Islands,Dress,H&M,170.0,3,Help seat meeting rather cultural daughter affect heavy amount pick environment girl structure cut way face.,Neutral,Yes,22,2024-06-18
053b66d3-4aa6-4cea-8237-37c7a759fce0,54,Other,Guadeloupe,Bag,Uniqlo,52.0,2,Treat ever difference stock conference drug base body television audience network thousand.,Negative,Yes,88,2023-11-22
9e181ec9-d483-432b-a8f3-618f778dc71d,24,Female,Bahrain,Bag,Nike,420.0,2,Parent sound past anything heart some room group use day attorney white another.,Neutral,Yes,40,2022-07-02
217f7da7-6ee2-458e-ac16-719ae08ffdc1,36,Female,Aruba,Dress,H&M,415.0,5,Relate side hot society determine red moment force agent lawyer and consumer herself drop serve accept.,Negative,Yes,58,2022-02-08
bdabaebd-607a-4102-b2a1-8fc08547fc5c,27,Female,Armenia,Shoes,H&M,403.0,3,Employee life short prove discussion receive factor they common style benefit develop figure everything approach say pattern affect.,Negative,No,12,2024-05-11
b8f83837-a293-47f6-8ca2-002ecc0c2200,49,Female,Panama,T-shirt,Zara,175.0,3,Science owner night responsibility level purpose tell outside world.,Negative,No,28,2022-03-12
53075141-8148-4250-85ad-c52cc2e7039d,48,Female,Bulgaria,Bag,Nike,495.0,3,Mission yourself employee fill operation many between under entire international foot former pick occur entire military.,Negative,No,83,2021-09-27
8fc50312-2fd7-49b5-b40a-1d4552612076,36,Female,Italy,Jacket,Adidas,380.0,2,Still market represent include particularly American still challenge message.,Positive,Yes,93,2023-01-30
06f6cf16-ea8a-4baa-879b-709b1cfb17fc,41,Female,Western Sahara,T-shirt,Gucci,184.0,3,Full save fly model course gun religious senior decade sister throughout better unit.,Neutral,Yes,36,2024-08-18
65bb67ea-4bbd-4a46-9a6a-343b79d90ee4,40,Other,Myanmar,Dress,Zara,444.0,1,Keep across away talk manage important activity bring book behind letter choice appear charge his all song just son.,Neutral,No,94,2023-02-03
32ee94ba-a05e-4830-ac6c-28b55b13a391,45,Other,South Georgia and the South Sandwich Islands,Jacket,Zara,434.0,5,Organization represent television environmental wife Republican somebody nor range effort place the.,Negative,No,76,2025-03-12
43a04aa6-0aa7-472c-9ef8-e1311c148dd0,30,Other,Israel,Jacket,Gucci,,2,Opportunity among deep back economic sort ahead difference country boy participant usually sport American order strong.,Positive,No,87,
3dd13686-bf9f-4652-b460-5867e11fa303,53,Male,Cambodia,Shoes,Adidas,30.0,5,Fund thousand continue adult head play discover recognize guess.,Negative,Yes,59,2021-05-22
1a2950a0-269b-42f9-a70d-e91777870f83,30,Other,Cameroon,Shoes,Uniqlo,16.0,1,Court rate hold identify stand agent hope hear author someone attorney social decide person scene across public up actually.,Positive,Yes,84,2024-10-23
f647ab7e-3dce-4237-8b03-68e5a369f8ba,46,Male,Paraguay,Jacket,Gucci,203.0,4,Kitchen culture sense wait figure fight whose oil one hotel.,Positive,Yes,3,2024-02-15
e9acf4e1-5c7b-4aa6-8825-d4014004f0f0,59,Female,Iceland,Shoes,Zara,189.0,1,Wait former require character thank share season capital option pretty.,Positive,Yes,44,2020-09-10
c96c7374-bd7a-4ed4-b507-0b8004bcfa7f,37,Other,Suriname,T-shirt,H&M,470.0,1,Action degree shake institution today piece step during table oil rich land significant then right.,Neutral,Yes,65,2020-03-29
0945e7d9-ca9f-495f-9098-26672f2e9b35,55,Male,Trinidad and Tobago,Jeans,Zara,184.0,1,Amount media really purpose station would set board pretty fish some show wind.,Positive,Yes,56,2022-05-14
6f9d128d-1680-45ae-9031-d4f01360d802,31,Female,Botswana,Dress,Gucci,447.0,5,Today world prevent exactly firm open soon than yes.,Positive,Yes,100,
be7c3dd2-53fc-4f35-aeb4-52f8f30e21b3,39,Male,Turkmenistan,Jeans,Gucci,83.0,4,With very thousand art evening sell story center radio.,Neutral,Yes,13,
eb381a6f-0e24-4396-bef1-5814d4ac4b31,21,Female,Ecuador,Jacket,Nike,390.0,5,Weight song happy law cold laugh learn ready significant mission scene mention politics behind fine first.,Neutral,Yes,91,2023-02-10
dc0885bc-1bdb-4e4d-b00f-a0061bf52383,52,Female,Bhutan,T-shirt,Uniqlo,346.0,2,Clear true set near sound building individual lawyer there effort from music add my test color raise agency gas Mr.,Neutral,No,4,2022-09-18
6fafa1ca-0ae2-4061-be84-71882e1ba7b4,46,Female,Georgia,Jacket,Zara,401.0,4,War before actually series then group myself expert mother certain hundred power east defense.,Negative,No,20,2020-10-13
7eb7e143-211b-43df-8d10-a41978ed87df,41,Other,Ghana,Jacket,Gucci,494.0,2,Together all near economic both defense later option lot response wait offer central land need.,Positive,Yes,46,2021-10-10
78090889-483a-4f26-94be-43a8054f05fc,34,Male,Venezuela,Jeans,Uniqlo,,3,Body include discover garden system artist nor open process fear old admit toward manage later.,Positive,No,87,2022-12-05
626423ea-0d4e-475d-8b20-2f47338bc5e3,32,Male,Solomon Islands,Bag,Gucci,206.0,3,Born prevent maintain star issue consider street type middle save though husband stuff smile audience pay son religious.,Positive,No,58,2022-07-20
3aceda7e-b156-41dd-b58e-eafbd0a34048,37,Female,Saudi Arabia,Jeans,Uniqlo,391.0,1,Wind group social wrong drive reason husband scientist it provide whole rather.,Negative,No,75,2024-01-21
02325d8e-7185-461d-a410-522155666545,23,Female,Tonga,Jacket,Gucci,457.0,2,Almost bed series TV TV too night against market team across politics fish.,Positive,Yes,73,2025-01-30
0e908ec7-7dd9-4d39-9467-c0953adc2fe2,37,Male,Denmark,Dress,Nike,279.0,1,Represent while the huge just light woman fact remember red several answer order change consider rich every catch.,Negative,Yes,29,2023-11-21
fc982c7e-2702-406e-b4f0-daa9beb952df,51,Female,Kyrgyz Republic,T-shirt,Nike,181.0,1,Sound left guy per opportunity summer charge loss voice tonight they money environment traditional ago whom.,Positive,Yes,45,2020-11-19
06c8c9c9-b27a-4c8f-b766-14829002bcc8,39,Other,United Kingdom,Jeans,Gucci,147.0,4,Relate camera thank may account lay act learn talk many sister action serious time never prevent difficult there lead.,Negative,Yes,71,2022-12-10
f0ab6939-484a-43ef-82f1-bd918b13a28f,50,Female,Bolivia,Jeans,Adidas,273.0,5,Me still leg a spend clear record media form area administration choice how both down.,Positive,Yes,44,2024-12-20
915f4ebe-4a99-43e1-a415-d633374a5cc7,58,Male,Armenia,T-shirt,Gucci,394.0,4,Degree light tend from successful more couple success boy like hold magazine sound case while gas tax issue may.,Positive,No,54,2024-08-04
f0039ba1-4552-44ee-b6c7-9486076c85eb,25,Male,Switzerland,Dress,Uniqlo,,5,Just really score partner during me early many growth.,Neutral,Yes,39,2021-03-17
caa4605e-6578-4686-9d16-27174605a72d,27,Male,Brazil,Bag,Nike,73.0,1,Mention pretty executive exactly brother threat front knowledge that husband rock quickly.,Positive,Yes,30,2024-11-21
b50c6c6e-45bd-4c13-b902-6e653448111d,33,Female,Jamaica,Bag,H&M,496.0,1,According official personal explain behavior second pass represent analysis read explain check big south with space build somebody citizen.,Positive,No,63,2022-10-03
b3c65be1-43f1-491c-83a1-05d8d22e9dd9,58,Female,Grenada,Dress,Adidas,465.0,2,Likely tell turn course party charge indeed training young company.,Positive,No,38,
a4eae90d-e5c6-4527-8c56-16490be23671,30,Female,Martinique,Jacket,Nike,175.0,5,They create enter each challenge one front night smile young according blue good time present.,Positive,Yes,52,2023-07-18
0db229f7-d398-4e4a-995a-0403dd101c8b,44,Female,Bangladesh,Jacket,H&M,119.0,1,Fear pull reach toward share can particularly blood look brother.,Positive,Yes,8,2025-01-03
1e75622f-f952-403d-bcf1-c9fb50118d4d,37,Male,Suriname,Dress,H&M,421.0,1,Ask hear service consider wall could feeling natural perhaps likely he medical theory later which church film write general candidate.,Positive,Yes,46,2022-03-13
442ea723-0fe4-44d6-a906-a22447536e41,30,Male,Bhutan,Dress,Nike,344.0,2,Large include generation go nation south light there perform vote house find speak term different.,Neutral,Yes,3,2025-03-05
44f3fa0a-211a-4f6d-9c82-06c263e35191,31,Other,Cambodia,Jeans,H&M,253.0,1,Rock police early hair usually baby once region thank theory.,Positive,No,71,2022-02-28
a76c475f-103c-44ce-a883-21438878280d,37,Female,Switzerland,Dress,Zara,143.0,2,Season subject tonight represent sign partner event air research yard few forward close will TV.,Negative,Yes,34,2023-08-31
63a0ac9f-fb2f-455a-b7d1-ec862c247eab,38,Female,Slovakia (Slovak Republic),Jacket,Nike,78.0,5,Not front force begin great too impact movie card suggest.,Positive,Yes,29,2021-09-02
034eb825-0fee-452a-8cb6-f88baf14601a,36,Female,Turkmenistan,Bag,Zara,,5,Police smile maybe fly kid own while computer great need visit something return nor summer stage move forget.,Positive,No,63,
24011fb6-0388-41cd-8114-78601ca2e89a,41,Female,Tokelau,Shoes,Zara,274.0,4,Color since from like among yourself prepare new drug clear late fight once may list vote seek figure high until.,Neutral,Yes,31,2024-03-26
b2ead621-0a5f-4169-be37-ad9390a2ae2f,54,Male,Kyrgyz Republic,Jeans,Nike,,5,Newspaper kitchen can matter economic heavy forget list choose serious his never add game.,Positive,No,6,2025-01-18
71990acd-e39b-44ac-83b2-da291dd8ded7,55,Female,Poland,Bag,Adidas,434.0,1,Figure imagine move toward democratic responsibility lay magazine explain ahead drug various economic could focus idea too.,Positive,Yes,47,2021-01-13
b9ff7eb0-b278-43a5-8b1f-0e5cdb3261ec,44,Female,Lithuania,Bag,Uniqlo,72.0,3,Just prove rock bad make set believe reality scientist character but employee open minute law.,Negative,Yes,43,2022-12-15
1a14d1c2-bedb-4a3d-b71c-4df5071101dd,19,Female,Oman,Jeans,Nike,162.0,1,Must water ok claim expert community campaign most guy indeed give.,Negative,Yes,8,2024-05-30
4310c4fd-ee6a-452e-9ad5-d6079eafc2fa,54,Other,Andorra,Jacket,Adidas,251.0,5,Fall develop system create skin perform he suddenly top seat note anyone strong.,Neutral,Yes,10,2025-02-06
f50902f5-fdbf-4842-af49-61d8f6c780ba,52,Male,Colombia,T-shirt,H&M,209.0,4,Peace benefit next concern thank design effect close important up.,Positive,Yes,46,2024-01-01
40b801ba-203b-4997-aee9-f606f77e350f,20,Male,Ecuador,Dress,Adidas,,5,Professor for there center tend serious send economic role smile total.,Positive,No,99,2024-06-02
ca404321-b58e-435f-a796-2bbbb5ce2144,47,Male,Peru,T-shirt,Nike,66.0,4,While tax church out get top add key now carry carry least figure spend.,Positive,No,34,
c52c4e04-b6dc-499c-addb-de269fc4a573,48,Male,Guinea,Dress,Gucci,,2,Born allow provide firm sing class her truth only back book class pretty end.,Negative,Yes,21,2021-05-12
a51fb947-8c28-4c00-8ee1-2c671a5aceca,29,Female,Oman,Jeans,Zara,444.0,2,Continue everybody among or task western prevent democratic ball ever among voice hand audience.,Positive,No,26,2021-08-15
2b0e19a4-785c-46a8-a044-7f01d41af77f,36,Female,Tokelau,Shoes,Adidas,386.0,4,Lay act price body wait list have only serious decade free rate while production.,Positive,Yes,54,2024-08-23
b3ffeb39-2e85-4159-ad00-4b110a56c47e,35,Female,Bangladesh,Dress,H&M,161.0,5,Bring know whatever appear a program suffer improve contain.,Negative,Yes,78,2024-12-21
80722272-3dd9-45d4-9f9b-2ef25e8a0615,51,Male,India,T-shirt,Nike,111.0,5,Require drop own woman baby simply personal surface collection name even fall responsibility first in.,Neutral,Yes,100,2024-05-30
6611598d-33bc-4871-ac11-a2ac3ae5b072,32,Male,Moldova,Shoes,Zara,98.0,4,Tree nation animal know imagine against pay attention reality discover case.,Neutral,No,14,2025-01-07
d00e67c2-be86-4515-a15e-48badae83d58,34,Male,United States Virgin Islands,Jacket,H&M,90.0,4,Treat true international kitchen right major direction ever marriage out any health consumer produce including senior Mrs send main there.,Positive,Yes,24,2020-10-20
03cd7335-b2dc-44c7-9488-cc86f3ed5f3a,34,Male,Egypt,Jacket,Adidas,58.0,5,Into central mean development begin chance security future central on defense into church own because especially south believe.,Positive,No,98,2021-11-07
c73932c0-e359-423b-adac-b7a27f40e908,19,Male,Thailand,Dress,Gucci,393.0,5,Reflect maybe listen crime a key then current without bit air car room.,Neutral,Yes,100,
6de7d279-71f2-46fb-99af-8e4f9cf4b102,40,Male,Albania,Jacket,H&M,117.0,3,Dream practice full senior factor need feeling figure improve tax upon drug choice debate year.,Neutral,Yes,41,2024-12-06
b99bc839-57a0-458a-8222-d787efb41a16,50,Male,Benin,Dress,Adidas,55.0,4,Play reason center strategy money six area certain suggest music nation politics middle perhaps plant there member too laugh.,Neutral,Yes,91,
3a698460-b17e-487b-ab02-99b13e153c96,33,Male,Aruba,Dress,Gucci,211.0,4,Red care federal get something letter fall article myself together culture six chair.,Positive,Yes,69,2022-03-25
e4489e98-aba1-4472-be43-ae4b5d8ae413,54,Female,Barbados,Jeans,H&M,126.0,2,Its wait dream field knowledge accept last personal upon treat place day practice ever energy analysis little room live head expert.,Positive,Yes,40,2020-08-01
af3472f3-7a02-4a55-a64d-b032cfcf400d,37,Female,Falkland Islands (Malvinas),Jacket,Zara,,2,Choice young social interview medical himself practice they marriage unit room fund still eat she dinner coach remain half beyond.,Positive,No,10,2020-12-17
15ee28bf-1723-4725-ae50-dec73871383d,48,Female,Togo,Jeans,Gucci,355.0,3,Respond capital red end respond cup perform dark cultural out heavy indicate school trip character clear enough.,Positive,Yes,45,2020-08-24
28f93a4e-13fc-4f04-9613-cc0ef88f39fc,53,Female,Ecuador,T-shirt,Zara,369.0,5,Civil nothing politics different hear they stand how give security season Congress which fine.,Positive,Yes,58,2022-08-23
9dfeaeca-2714-4fff-82f9-96a86a845012,26,Male,Georgia,Bag,Nike,,5,Performance mouth window pass reflect modern doctor which attorney even happen political answer.,Neutral,No,83,2023-07-06
a27b1a6e-1b58-4fb5-a170-e120eecb31d9,43,Male,Anguilla,T-shirt,Adidas,,1,Speech amount available six test seven before city fall.,Positive,No,41,2020-10-17
f90f3350-d121-4e5f-aff5-f7f0a66d0aa4,31,Other,Cote d'Ivoire,Dress,H&M,,3,Natural unit far collection outside wrong meeting after experience behind black laugh others pattern.,Positive,Yes,23,2025-02-22
acd636ee-65a1-46eb-ab20-8ae55b6a066f,41,Other,Nigeria,Jacket,H&M,56.0,1,Score law reflect lead need here history attack on quality thousand cold daughter build others position possible across benefit figure.,Negative,Yes,75,2022-10-22
e6782f08-de3b-40a3-bb14-30c994dd91b4,39,Female,Bosnia and Herzegovina,Dress,H&M,459.0,4,Pass image local radio worker because coach force near option baby.,Positive,No,37,2023-05-24
9ccfeb75-cbeb-48ab-9501-d7839e5acb5a,41,Female,Chad,Bag,Uniqlo,155.0,2,Reason type structure lead wear anyone business fall series dream management old tend along ahead.,Positive,No,40,2024-11-04
307b8258-6563-4903-a48c-368148ada19b,47,Male,Burundi,T-shirt,Zara,402.0,5,Federal fall would people your history the agency get unit network.,Neutral,Yes,27,2022-02-03
fae05b09-3f57-487e-a6ea-48969ed34202,43,Male,Ukraine,Jacket,H&M,344.0,4,Line fire others interesting collection break along offer quite room father common class part talk account single.,Neutral,Yes,73,2023-02-12
a3776103-2c30-4063-a8ba-799902c315aa,44,Female,Saint Pierre and Miquelon,Bag,H&M,483.0,4,Program from personal soldier blue sea most attorney water.,Positive,Yes,5,2024-07-06
04111f0c-8b2b-4137-b3c1-315318c24519,49,Female,Chad,Bag,Uniqlo,36.0,2,Artist soon law down church church Congress former forget attorney when wife cell public open use section focus arrive.,Negative,Yes,17,2024-12-28
efae14dc-4f17-4e9b-9d37-680f08db6732,18,Other,Saint Helena,Dress,Uniqlo,494.0,5,Red stage ready another according include enjoy age difficult into parent past.,Neutral,Yes,6,2024-04-14
3a9b6e2f-361a-48c1-9cda-5244f0a9021c,43,Male,Gibraltar,Jacket,Adidas,285.0,1,Subject book floor race region right institution game expect.,Positive,Yes,7,2023-12-04
08e32571-f314-4f4a-a9d0-a9be893aab17,46,Other,Bangladesh,T-shirt,Adidas,48.0,3,Paper figure professional thousand far data American what test right individual gas director seem stand score stop already or mother.,Neutral,Yes,43,2021-06-22
920d4e11-c8a1-4ced-b28a-afaa2d14045e,47,Female,Isle of Man,Shoes,Nike,428.0,1,More set anything include edge mission role guess just.,Positive,No,74,
f6553d95-141c-4008-b62e-c9252f767187,22,Male,Comoros,Jeans,Zara,86.0,5,Want indeed material step more finish ten well care get major project nor trouble.,Positive,Yes,75,2024-01-20
98d01fdd-2ba1-4222-a5bd-f735ea05e3eb,20,Male,Kazakhstan,T-shirt,Gucci,206.0,4,View end thought start election question night teach miss century news four now scene.,Positive,Yes,23,2023-07-04
36c622ee-547c-46d5-bc28-82dcad5620d2,22,Female,Gibraltar,Bag,H&M,118.0,2,Read often body lawyer military game expect we have upon stay write plant degree cup particular experience plan sort.,Neutral,Yes,21,2020-08-18
f74e7635-0c84-43bd-a148-bf61c6579d2b,21,Female,Holy See (Vatican City State),Shoes,Adidas,266.0,1,Fund performance girl down value sit report scientist place any expect party movement both.,Positive,Yes,98,2024-01-17
de3e5f0d-3e76-4728-991f-0d9196cd2836,25,Female,Congo,Shoes,Adidas,117.0,2,Current son trial majority summer once control place boy economy article gun bad reality.,Negative,Yes,27,2020-05-11
db42d56f-4f08-4d0a-a0dc-49228ea3623f,35,Male,Kyrgyz Republic,Dress,Uniqlo,157.0,1,Fly such continue never evening glass affect thought could nation become factor second fine standard business listen certainly tend read.,Neutral,Yes,40,2021-11-22
78b2e74d-3ace-4519-a4ba-4818c76b6c8a,21,Female,Sao Tome and Principe,Jacket,Adidas,234.0,4,Dream any positive turn sit baby almost war million worker somebody imagine price suggest.,Positive,Yes,17,2024-07-21
aeba391a-f3bd-44cf-9188-51ab438dd130,37,Male,Ethiopia,Dress,Uniqlo,291.0,4,Community most paper trip wind common lawyer state such environmental.,Positive,Yes,95,2025-03-12
110a4df0-6905-4614-808b-f5df00a5d640,40,Female,Dominica,Jeans,Uniqlo,116.0,5,Table trade successful for note direction so effect certainly area leave by share read form area from quickly car himself.,Neutral,No,60,
8dc8bb74-77df-4aee-98d4-ae43fb365707,31,Female,Nicaragua,Jacket,Uniqlo,390.0,5,Off church can success most help task course rich.,Neutral,No,95,2020-06-09
ab83a21d-5f0b-4886-805b-038a29c10605,41,Male,Gibraltar,Jeans,Adidas,129.0,3,Sister news region south interview between among buy main nice environment can music together writer environmental charge control certainly.,Positive,No,16,2021-11-08
d4e7a72c-c7b2-4816-8426-0d3d17c3bdcb,41,Male,Lao People's Democratic Republic,Shoes,Gucci,149.0,2,Newspaper bit same either provide serious PM better crime member suffer environmental science perhaps take avoid middle.,Neutral,No,11,2024-01-23
707989ed-8281-48ac-92e2-7038c2e2b0f9,47,Male,Sweden,Dress,Uniqlo,198.0,2,Land central because game score poor coach stop decade support party over.,Positive,Yes,58,2023-01-16
e0398aaf-f8c0-4a5e-b630-f8085c894125,27,Male,Saint Vincent and the Grenadines,Jacket,Adidas,216.0,2,Whether easy student see after they fight law cultural never I happy represent lot carry price.,Positive,No,50,
4a2c966a-bd76-45b9-a555-cb324a9ad38a,51,Male,Israel,Dress,Gucci,492.0,5,Sort miss ability support community drive act attack summer report activity travel close sport make mention happen let sit.,Positive,Yes,77,2021-08-16
2262bbb9-db76-44d9-83cd-736e5e4f1033,49,Male,Brunei Darussalam,Bag,Adidas,235.0,3,Perhaps modern win high food coach owner without plant three side benefit movie develop black bit citizen ground.,Negative,No,18,2020-04-12
